"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-09-18 ~ 2024-09-17"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 인천광역시"
"시군구 : 부평구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"2437","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","73.9600","202403","23","25,000","110","1","개인","개인","1989","부영로 165","-","중개거래","인천 부평구","24.05.20"
"2438","인천광역시 부평구 산곡동","124-1","0124","0001","현대(124-1)","133.4480","202403","23","38,000","제505동","3","개인","개인","1993","안남로 260","-","중개거래","인천 부평구","24.06.05"
"2439","인천광역시 부평구 청천동","300","0300","0000","삼익","61.3800","202403","23","20,000","2","5","개인","개인","1986","부평대로167번길 43","-","중개거래","인천 부평구","24.04.22"
"2440","인천광역시 부평구 부평동","756-421","0756","0421","신성미소지움아파트(101~106동)","84.8720","202403","23","32,400","103","6","개인","개인","2005","경인로 858","-","중개거래","인천 부평구","24.06.04"
"2441","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8600","202403","23","34,500","105","10","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","24.06.14"
"2442","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8600","202403","23","33,900","119","14","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","24.04.23"
"2443","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","131.8340","202403","23","69,800","108","16","개인","개인","2010","부일로 69","-","중개거래","인천 부평구","24.05.31"
"2444","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","131.2040","202403","23","75,000","102","15","개인","개인","2010","부일로 69","-","중개거래","인천 부평구","24.05.24"
"2445","인천광역시 부평구 부개동","520","0520","0000","부평코오롱하늘채","59.8430","202403","23","49,500","105","20","개인","개인","2020","동수천로 117","-","중개거래","인천 부평구","24.08.30"
"2446","인천광역시 부평구 부개동","520","0520","0000","부평코오롱하늘채","34.2970","202403","23","26,500","107","2","개인","개인","2020","동수천로 117","-","중개거래","인천 부평구","24.05.20"
"2447","인천광역시 부평구 부개동","531","0531","0000","e편한세상부평역어반루체","59.9930","202403","23","42,700","106동","6","개인","개인","2022","경인로1024번길 21","-","중개거래","인천 계양구","24.06.21"
"2448","인천광역시 부평구 부평동","632-3","0632","0003","부평라일실크빌아파트","84.9300","202403","23","32,900","101","5","개인","개인","2007","경인로980번길 34","-","중개거래","인천 부평구","24.07.25"
"2449","인천광역시 부평구 부평동","408-4","0408","0004","캐슬베리","25.9700","202403","23","8,450","-","9","개인","개인","2012","주부토로 58","-","중개거래","인천 부평구","24.03.25"
"2450","인천광역시 부평구 삼산동","359-2","0359","0002","광명13차","57.4200","202403","23","13,000","2","6","개인","개인","1990","후정동로 68","-","중개거래","인천 부평구","24.04.22"
"2451","인천광역시 부평구 부평동","529-93","0529","0093","플러스타워","59.9700","202403","23","22,500","-","7","개인","개인","2016","부평대로63번길 10-10","20240412","중개거래","인천 부평구","-"
"2452","인천광역시 부평구 삼산동","205","0205","0000","정광","43.7100","202403","23","11,800","나","1","개인","개인","1989","후정동로 17","-","중개거래","인천 부평구","24.04.04"
"2453","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","50.1550","202403","23","21,000","10","15","개인","개인","1989","부영로 196","-","중개거래","인천 부평구","24.03.29"
"2454","인천광역시 부평구 갈산동","369","0369","0000","한국1,동아,팬더","84.3600","202403","23","33,500","1","6","개인","개인","1993","갈월동로 42","-","중개거래","인천 부평구","24.03.25"
"2455","인천광역시 부평구 부평동","433-70","0433","0070","리코팰리스(433-70)","48.9666","202403","22","18,500","리코팰리스","7","개인","개인","2015","주부토로81번길 43","-","중개거래","경기 부천시소사구","24.04.25"
"2456","인천광역시 부평구 부평동","995","0995","0000","부평역화성파크드림","84.8184","202403","22","56,000","103동","15","개인","개인","2020","동수로 80","-","중개거래","인천 부평구","24.06.14"
"2457","인천광역시 부평구 부평동","65-7","0065","0007","욱일","84.1600","202403","22","27,000","2","2","개인","개인","1991","부흥로243번길 39","-","중개거래","인천 부평구","24.04.15"
"2458","인천광역시 부평구 십정동","607","0607","0000","동암신동아","59.8000","202403","22","24,800","102","6","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","24.04.30"
"2459","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.9800","202403","22","49,500","212","4","개인","개인","2005","수변로 333","-","중개거래","인천 부평구","24.06.04"
"2460","인천광역시 부평구 청천동","192","0192","0000","우림필유(192-0)","84.9955","202403","22","37,500","101","11","개인","개인","2005","세월천로25번길 43","-","중개거래","인천 부평구","24.05.31"
"2461","인천광역시 부평구 부평동","431-15","0431","0015","헤리움노블레스","16.7600","202403","22","12,500","-","6","개인","개인","2014","부평대로 132","-","직거래","-","24.03.22"
"2462","인천광역시 부평구 산곡동","180-78","0180","0078","부평신일해피트리더루츠","59.8990","202403","22","45,800","-","5","개인","개인","2022","산곡로 31","-","중개거래","인천 부평구","-"
"2463","인천광역시 부평구 십정동","607","0607","0000","동암신동아","59.8000","202403","22","27,400","-","4","개인","개인","2000","아트센터로 118","20240617","중개거래","인천 부평구","-"
"2464","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202403","22","39,000","103","2","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","24.06.24"
"2465","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","133.7100","202403","21","47,300","제107","13","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.04.30"
"2466","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","131.8340","202403","21","67,500","106","8","개인","개인","2010","부일로 69","-","중개거래","인천 부평구","24.06.25"
"2467","인천광역시 부평구 부개동","496-2","0496","0002","부개주공1","59.9800","202403","21","34,000","111","11","개인","개인","1996","길주남로 143","-","직거래","-","24.03.22"
"2468","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","59.5600","202403","21","28,300","303","19","개인","개인","1996","길주남로 144","-","중개거래","인천 부평구","24.03.21"
"2469","인천광역시 부평구 산곡동","180-116","0180","0116","삼보","60.5400","202403","21","22,000","가","5","개인","개인","1986","원적로 288","-","직거래","-","24.03.25"
"2470","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","84.8400","202403","21","36,500","105","13","개인","개인","1989","부영로 165","-","중개거래","인천 부평구","24.05.20"
"2471","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","133.7100","202403","21","46,500","제104","1","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.08.19"
"2472","인천광역시 부평구 갈산동","361-3","0361","0003","대동2","45.0000","202403","21","18,000","203","3","개인","개인","1993","주부토로 201","-","중개거래","인천 부평구","24.05.29"
"2473","인천광역시 부평구 갈산동","374","0374","0000","아주","84.7500","202403","21","33,000","1","16","개인","기타","1992","갈월서로 26","-","직거래","-","24.03.29"
"2474","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","52.4300","202403","21","36,500","1","13","개인","개인","1988","부평문화로 37","-","중개거래","인천 부평구","24.06.12"
"2475","인천광역시 부평구 십정동","629","0629","0000","서희스타힐스부평센트럴","59.9376","202403","21","35,800","104동","6","개인","개인","2021","상정로 41","-","중개거래","경기 안양시 동안구, 인천 부평구","24.08.30"
"2476","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","59.8032","202403","21","46,000","124","16","개인","개인","2022","열우물로 90","-","중개거래","인천 부평구","24.07.15"
"2477","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","76.3880","202403","21","30,800","8","8","개인","개인","1989","부영로 196","-","중개거래","인천 부평구","24.05.21"
"2478","인천광역시 부평구 부평동","451-64","0451","0064","삼보","39.7100","202403","21","12,500","-","2","개인","개인","2002","원적로488번길 8","-","중개거래","인천 부평구","24.04.08"
"2479","인천광역시 부평구 부평동","433-164","0433","0164","리코팰리스","59.7409","202403","21","21,800","리코팰리스","11","개인","개인","2016","주부토로75번길 21","-","중개거래","인천 부평구","24.05.16"
"2480","인천광역시 부평구 삼산동","359","0359","0000","광명12차","61.2900","202403","21","14,000","4","5","개인","개인","1990","후정동로 63","-","중개거래","인천 부평구","24.03.29"
"2481","인천광역시 부평구 부평동","70-78","0070","0078","창보","59.9000","202403","20","23,850","101","10","개인","개인","1999","부영로166번길 16","-","중개거래","인천 부평구","24.04.25"
"2482","인천광역시 부평구 산곡동","124-1","0124","0001","현대(124-1)","133.4480","202403","20","41,500","제505동","9","개인","개인","1993","안남로 260","-","중개거래","인천 부평구","24.05.03"
"2483","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","59.8200","202403","20","35,000","23","12","개인","개인","1996","부흥로 246","-","중개거래","인천 부평구","24.04.22"
"2484","인천광역시 부평구 삼산동","448-1","0448","0001","신성미소지움3단지","128.8000","202403","20","76,000","307","16","개인","개인","2005","수변로 334","-","중개거래","인천 부평구","24.05.31"
"2485","인천광역시 부평구 구산동","360","0360","0000","부평자이","84.7461","202403","20","40,000","109","12","개인","개인","2006","일신로 120","-","중개거래","인천 부평구","24.06.21"
"2486","인천광역시 부평구 청천동","259","0259","0000","쌍용","84.8700","202403","20","36,000","2","14","개인","개인","1990","길주로494번길 12","-","중개거래","인천 부평구","24.06.10"
"2487","인천광역시 부평구 십정동","629","0629","0000","서희스타힐스부평센트럴","59.8477","202403","20","35,000","105동","10","개인","개인","2021","상정로 41","-","중개거래","인천 부평구","24.05.29"
"2488","인천광역시 부평구 부평동","433-70","0433","0070","리코팰리스(433-70)","49.9772","202403","20","17,500","리코팰리스","10","개인","개인","2015","주부토로81번길 43","-","중개거래","인천 미추홀구","24.05.20"
"2489","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","59.9900","202403","20","39,900","111","2","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","24.05.21"
"2490","인천광역시 부평구 산곡동","274-5","0274","0005","경남4차","84.8700","202403","20","33,000","407","19","개인","개인","1994","안남로206번길 18","-","중개거래","인천 부평구","24.05.10"
"2491","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202403","20","30,800","105","15","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","24.04.01"
"2492","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","38.6400","202403","20","12,500","106","1","개인","법인","1992","굴포로 81","-","중개거래","서울 서대문구","24.03.25"
"2493","인천광역시 부평구 갈산동","369","0369","0000","한국1,동아,팬더","84.3600","202403","20","38,300","제1","13","개인","개인","1993","갈월동로 34","-","중개거래","인천 부평구","24.07.12"
"2494","인천광역시 부평구 삼산동","387-2","0387","0002","삼산주공미래타운1차","59.3900","202403","20","24,950","102","13","개인","법인","2000","부평북로 431","-","중개거래","인천 부평구","24.05.31"
"2495","인천광역시 부평구 부개동","14-2","0014","0002","진양","45.0500","202403","20","11,300","가","4","개인","개인","1989","부흥북로107번길 30","-","중개거래","인천 부평구","24.04.24"
"2496","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","59.9700","202403","20","27,300","308","6","개인","개인","1996","길주남로 144","-","중개거래","경기 부천시원미구, 인천 부평구","24.05.31"
"2497","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","131.8340","202403","20","71,500","103","13","개인","법인","2010","부일로 69","-","중개거래","인천 부평구","24.04.05"
"2498","인천광역시 부평구 삼산동","387-2","0387","0002","삼산주공미래타운1차","59.3900","202403","19","23,000","101","2","개인","개인","2000","부평북로 431","-","중개거래","인천 부평구","24.06.05"
"2499","인천광역시 부평구 산곡동","274-5","0274","0005","경남4차","59.7150","202403","19","19,500","411","5","개인","개인","1994","안남로206번길 18","-","중개거래","인천 부평구","24.05.20"
"2500","인천광역시 부평구 부평동","65-115","0065","0115","대우","84.4370","202403","19","44,700","103","14","개인","개인","1998","부흥로243번길 7","-","중개거래","인천 부평구","24.06.25"
"2501","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","59.8200","202403","19","36,000","23","17","개인","개인","1996","부흥로 246","-","중개거래","인천 부평구","24.05.29"
"2502","인천광역시 부평구 부평동","65-124","0065","0124","한국1","84.9400","202403","19","27,000","제101","4","개인","개인","1998","부영로166번길 12","-","직거래","-","24.03.22"
"2503","인천광역시 부평구 부개동","442-3","0442","0003","한국","84.1950","202403","19","29,000","104","6","개인","개인","1992","동수로120번길 11","-","중개거래","인천 부평구","24.05.17"
"2504","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","39.9900","202403","19","19,000","314","5","개인","개인","1996","길주남로 144","-","중개거래","인천 부평구","24.04.23"
"2505","인천광역시 부평구 십정동","607","0607","0000","동암신동아","59.8000","202403","19","25,000","116","15","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","24.04.26"
"2506","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.9800","202403","19","49,000","222","15","개인","개인","2005","수변로 333","-","중개거래","인천 부평구","24.06.14"
"2507","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8300","202403","19","33,500","102","15","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","24.04.30"
"2508","인천광역시 부평구 청천동","5-5","0005","0005","영진","52.4800","202403","19","15,000","-","12","개인","개인","1995","청중로 81","-","중개거래","인천 부평구","24.04.19"
"2509","인천광역시 부평구 청천동","236","0236","0000","대진","56.3400","202403","19","21,750","라","3","개인","개인","1995","원길로 12","-","중개거래","인천 부평구","24.05.29"
"2510","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","98.9100","202403","19","42,000","제119","14","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.04.19"
"2511","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202403","19","47,900","301","12","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","24.08.30"
"2512","인천광역시 부평구 일신동","410","0410","0000","일신주공아파트(100~112동)","39.9900","202403","18","16,500","106","12","개인","개인","1995","항동로75번길 11","-","중개거래","인천 부평구","24.05.23"
"2513","인천광역시 부평구 십정동","188-2","0188","0002","정원","38.6100","202403","18","8,550","가","5","개인","개인","1987","상정로 19","-","중개거래","인천 부평구","24.03.18"
"2514","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","59.8032","202403","18","45,000","118","19","개인","개인","2022","열우물로 90","-","중개거래","인천 부평구","24.06.04"
"2515","인천광역시 부평구 청천동","399-6","0399","0006","광명","59.9750","202403","18","17,000","103","18","개인","개인","1995","평천로153번길 13","-","중개거래","인천 부평구","24.05.31"
"2516","인천광역시 부평구 부평동","947","0947","0000","래미안부평","84.9680","202403","18","61,200","115","9","개인","개인","2014","길주남로10번길 21","-","중개거래","인천 부평구","24.04.15"
"2517","인천광역시 부평구 갈산동","159","0159","0000","대우","84.9900","202403","18","40,000","104","7","개인","개인","2001","평천로305번길 15","-","중개거래","경기 부천시소사구, 인천 부평구","24.06.14"
"2518","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202403","18","33,500","제112","4","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.05.07"
"2519","인천광역시 부평구 삼산동","550","0550","0000","부평삼산신원아침도시","74.1900","202403","18","48,700","102","13","개인","개인","2023","후정로 33","-","중개거래","인천 부평구","24.06.14"
"2520","인천광역시 부평구 삼산동","390-6","0390","0006","삼산주공미래타운3차","59.3900","202403","18","27,400","310","6","개인","개인","2000","부평북로 463","-","중개거래","인천 부평구","24.05.10"
"2521","인천광역시 부평구 삼산동","205","0205","0000","정광","43.7100","202403","18","12,000","가","2","개인","개인","1989","후정동로 17","-","중개거래","인천 부평구","24.05.13"
"2522","인천광역시 부평구 삼산동","40-1","0040","0001","현대","84.5600","202403","18","27,500","101","11","개인","개인","1995","부평북로 407","-","중개거래","인천 부평구","24.05.27"
"2523","인천광역시 부평구 삼산동","513","0513","0000","서해그랑블","84.9800","202403","18","49,000","203","14","개인","개인","2011","영성동로18번길 20","-","중개거래","인천 부평구","24.06.05"
"2524","인천광역시 부평구 부평동","465-35","0465","0035","조양휴캐슬","49.8200","202403","17","19,000","조양휴캐슬","9","개인","개인","2013","부평대로87번길 16","-","중개거래","인천 부평구","24.04.12"
"2525","인천광역시 부평구 부개동","13-3","0013","0003","오성","59.3400","202403","17","22,375","라","3","개인","개인","1984","충선로 159","-","중개거래","인천 부평구, 인천 서구","24.05.30"
"2526","인천광역시 부평구 부개동","308-5","0308","0005","현대","84.9800","202403","17","33,500","101","2","개인","개인","1993","경인로1083번길 32","-","중개거래","인천 부평구","24.06.03"
"2527","인천광역시 부평구 갈산동","159","0159","0000","대우","59.9300","202403","17","33,000","103","15","개인","개인","2001","평천로305번길 15","-","중개거래","인천 부평구","24.04.19"
"2528","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.9800","202403","17","48,500","204","7","개인","개인","2005","수변로 333","-","중개거래","인천 계양구, 인천 부평구","24.05.07"
"2529","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","59.8200","202403","17","34,500","23","18","개인","개인","1996","부흥로 246","-","중개거래","인천 부평구","24.04.25"
"2530","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","59.8200","202403","17","34,300","23","3","개인","개인","1996","부흥로 246","-","중개거래","인천 남동구, 인천 부평구","24.06.10"
"2531","인천광역시 부평구 부평동","417-42","0417","0042","마이홈","48.8900","202403","16","18,000","-","5","개인","개인","2013","신트리로8번길 14","20240322","중개거래","인천 부평구","-"
"2532","인천광역시 부평구 산곡동","142-3","0142","0003","경남1차","84.4300","202403","16","31,000","103","15","개인","개인","1990","안남로222번길 27","-","중개거래","인천 계양구, 인천 부평구","24.04.30"
"2533","인천광역시 부평구 부개동","496-2","0496","0002","부개주공1","59.5600","202403","16","31,700","101","17","개인","개인","1996","길주남로 143","-","중개거래","경기 부천시원미구, 인천 부평구","24.05.30"
"2534","인천광역시 부평구 부개동","494-1","0494","0001","대동(494-1)","84.9400","202403","16","39,000","제6","14","개인","개인","1991","부일로113번길 11","-","중개거래","인천 부평구","24.05.31"
"2535","인천광역시 부평구 산곡동","510","0510","0000","부평산곡푸르지오","59.9950","202403","16","45,300","105","4","개인","개인","2011","안남로 269","-","중개거래","서울 영등포구, 인천 부평구","24.05.16"
"2536","인천광역시 부평구 십정동","607","0607","0000","동암신동아","59.8000","202403","16","25,500","116","6","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","24.05.07"
"2537","인천광역시 부평구 십정동","607","0607","0000","동암신동아","84.9400","202403","16","36,400","112","7","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","24.06.04"
"2538","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","59.8032","202403","16","44,300","-","24","개인","개인","2022","열우물로 90","20240411","중개거래","인천 부평구","-"
"2539","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","59.9300","202403","16","28,500","108","4","개인","개인","2005","이규보로 79","-","중개거래","인천 부평구","24.04.25"
"2540","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","59.9300","202403","16","30,000","108","17","개인","개인","2005","이규보로 79","-","중개거래","인천 부평구","24.04.23"
"2541","인천광역시 부평구 갈산동","179-1","0179","0001","한국","59.8800","202403","16","24,700","-","3","개인","개인","1998","부평대로278번길 42","20240410","중개거래","인천 부평구","-"
"2542","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","72.6100","202403","16","54,800","102","7","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","24.06.07"
"2543","인천광역시 부평구 갈산동","179-1","0179","0001","한국","59.8800","202403","16","24,700","101","3","개인","개인","1998","부평대로278번길 42","-","중개거래","인천 부평구","24.05.29"
"2544","인천광역시 부평구 산곡동","506","0506","0000","신명스카이뷰","84.9937","202403","16","35,500","104","10","개인","개인","2007","원적로 270","-","중개거래","인천 부평구","24.04.29"
"2545","인천광역시 부평구 산곡동","307","0307","0000","현대1차","84.6000","202403","16","34,000","110","3","개인","개인","1985","경원대로 1269","-","중개거래","인천 부평구","24.04.16"
"2546","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","59.9900","202403","16","38,700","113","22","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","24.04.26"
"2547","인천광역시 부평구 삼산동","494","0494","0000","부평삼산엠코타운","122.0590","202403","16","52,800","107","1","개인","개인","2007","후정로 7","-","중개거래","인천 부평구","24.07.24"
"2548","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202403","16","20,250","206","2","개인","개인","2000","부평북로 432","-","중개거래","인천 부평구","24.04.30"
"2549","인천광역시 부평구 삼산동","448-1","0448","0001","신성미소지움3단지","128.8000","202403","16","75,000","311","13","개인","개인","2005","수변로 334","-","중개거래","인천 부평구","24.05.20"
"2550","인천광역시 부평구 삼산동","390-6","0390","0006","삼산주공미래타운3차","59.3900","202403","16","22,300","309","2","개인","개인","2000","부평북로 463","-","중개거래","인천 부평구","24.06.28"
"2551","인천광역시 부평구 삼산동","389-8","0389","0008","삼산주공미래타운4차","59.3900","202403","16","25,400","401","4","개인","개인","2000","영성중로 57","-","중개거래","인천 부평구","24.05.10"
"2552","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202403","16","28,500","204","1","개인","개인","1998","안남로 272","-","중개거래","경기 부천시원미구, 인천 부평구","24.06.24"
"2553","인천광역시 부평구 청천동","399-6","0399","0006","광명","59.9750","202403","16","15,700","103","10","개인","개인","1995","평천로153번길 13","-","중개거래","인천 부평구","24.06.03"
"2554","인천광역시 부평구 부평동","947","0947","0000","래미안부평","84.9630","202403","16","62,800","116","21","개인","개인","2014","길주남로10번길 21","-","중개거래","인천 부평구","24.05.14"
"2555","인천광역시 부평구 부평동","182-14","0182","0014","더원레뷰3차","45.0900","202403","16","19,500","더원레뷰3차","12","개인","개인","2014","광장로24번길 55","-","중개거래","경기 부천시오정구","24.05.30"
"2556","인천광역시 부평구 부평동","417-42","0417","0042","마이홈","48.8900","202403","16","18,000","마이홈아파트","5","개인","개인","2013","신트리로8번길 14","-","중개거래","인천 부평구","24.04.08"
"2557","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.9800","202403","15","52,400","214","7","개인","개인","2005","수변로 333","-","중개거래","서울 양천구, 인천 부평구","24.05.20"
"2558","인천광역시 부평구 부개동","442-3","0442","0003","한국","84.0200","202403","15","30,000","102","9","개인","개인","1992","동수로120번길 11","-","중개거래","인천 부평구","24.04.12"
"2559","인천광역시 부평구 부개동","499-2","0499","0002","푸른마을한신,삼부","99.8600","202403","15","60,000","103","15","개인","개인","1999","부개로 58","-","중개거래","인천 부평구","24.06.10"
"2560","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","72.4500","202403","15","26,100","205","1","개인","개인","1988","안남로 91","-","중개거래","인천 부평구","24.04.30"
"2561","인천광역시 부평구 산곡동","307","0307","0000","현대1차","131.1600","202403","15","48,000","104","4","개인","개인","1986","경원대로 1269","-","중개거래","인천 부평구","24.07.01"
"2562","인천광역시 부평구 부개동","477-1","0477","0001","대동","40.4450","202403","15","26,800","6","3","개인","개인","1989","길주로 640","-","중개거래","인천 부평구","24.06.14"
"2563","인천광역시 부평구 부개동","520","0520","0000","부평코오롱하늘채","59.8430","202403","15","49,000","106","21","개인","개인","2020","동수천로 117","-","중개거래","인천 부평구","24.04.26"
"2564","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","49.9400","202403","15","16,000","104","2","개인","개인","1992","굴포로 81","-","직거래","-","24.04.09"
"2565","인천광역시 부평구 부평동","222-25","0222","0025","V-TOWER","17.5000","202403","15","4,900","-","6","개인","개인","2012","시장로71번길 3","-","중개거래","인천 부평구","24.03.25"
"2566","인천광역시 부평구 갈산동","179-1","0179","0001","한국","84.9900","202403","15","32,500","105","20","개인","개인","1998","부평대로278번길 42","-","중개거래","인천 부평구","24.08.26"
"2567","인천광역시 부평구 청천동","199-24","0199","0024","미가로","84.9644","202403","15","39,000","101동","4","개인","개인","2006","길주로 491","-","중개거래","인천 계양구, 인천 부평구","24.04.26"
"2568","인천광역시 부평구 산곡동","82-36","0082","0036","동원(82-36)","46.8000","202403","15","15,000","1","5","개인","개인","1989","길주로326번길 45","-","직거래","-","24.03.19"
"2569","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8300","202403","15","33,500","-","15","개인","개인","2005","굴포로 105","20240315","중개거래","인천 부평구","-"
"2570","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","54.5200","202403","15","22,500","102","12","개인","개인","1989","부영로 165","-","중개거래","인천 부평구","24.05.20"
"2571","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","59.8200","202403","15","35,300","29","13","개인","개인","1995","부흥로 246","-","중개거래","인천 부평구","24.05.30"
"2572","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","59.8200","202403","15","35,000","15","11","개인","개인","1996","부흥로 246","-","중개거래","인천 부평구","24.05.03"
"2573","인천광역시 부평구 삼산동","550","0550","0000","부평삼산신원아침도시","51.5017","202403","15","30,800","102","12","개인","개인","2023","후정로 33","-","중개거래","인천 부평구","24.05.13"
"2574","인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.9600","202403","15","60,000","708","21","개인","개인","2004","체육관로 27","-","중개거래","인천 부평구","24.05.03"
"2575","인천광역시 부평구 갈산동","361-3","0361","0003","대동2","45.0000","202403","15","19,450","202","7","개인","개인","1993","주부토로 201","-","중개거래","인천 부평구","24.03.27"
"2576","인천광역시 부평구 갈산동","159","0159","0000","대우","59.9300","202403","15","35,000","103","10","개인","개인","2001","평천로305번길 15","-","중개거래","인천 부평구","24.06.11"
"2577","인천광역시 부평구 산곡동","124-1","0124","0001","현대(124-1)","59.4000","202403","15","24,250","제506동","16","개인","개인","1993","안남로 260","-","중개거래","인천 부평구","24.05.29"
"2578","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","38.6400","202403","14","15,900","108","6","개인","개인","1992","굴포로 81","-","중개거래","인천 부평구","24.03.22"
"2579","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.9800","202403","14","47,400","222","12","개인","개인","2005","수변로 333","-","중개거래","인천 부평구","24.04.17"
"2580","인천광역시 부평구 삼산동","170-1","0170","0001","삼산벽산블루밍","84.3175","202403","14","40,500","102","11","개인","개인","2005","후정동로 12","-","중개거래","인천 부평구","24.05.28"
"2581","인천광역시 부평구 삼산동","500","0500","0000","임광그대가","84.9100","202403","14","36,500","-","1","개인","개인","2008","영성서로 10","20240405","중개거래","인천 부평구","-"
"2582","인천광역시 부평구 삼산동","500","0500","0000","임광그대가","84.9100","202403","14","36,500","106","1","개인","개인","2008","영성서로 10","-","중개거래","인천 부평구","24.06.04"
